,紧急程度,问题汇总,问题汇总_jieba,jieba,0
23,重要,DX设备一个样本未出结果，可能是通信中断，诱导剂量足够设备通讯故障排查设备通讯故障排查,DX 设备 一个 样本 未 出 可能 通信 中断 诱导 剂量 足够 设备 通讯 故障 排查 设备 通讯 故障 排查 ,"DX 设备 一个 样本 未 出 可能 通信 中断 诱导 剂量 足够 设备 通讯 故障 排查 设备 通讯 故障 排查 . 查看 历史记录 失去 通讯 期间 电脑 仪器 通讯 中断 没有 历史记录 属于 诱导 剂量 问题 一种 中断 情况 . 更换 电脑主机 闲置 电脑 没有 合适 PCI 插槽 1420 电脑 DX 电脑主机 互换 . 备份 数据 重新安装 系统 软件 . 设置 账户 软件 权限 还原 DX 数据库 . 进入 SERVICE 配置 参数 . 配置 DX 工作站 LC 电脑 接口 . 联机 测试 正常 运行 ELECTRONICTEST , 部件 均 正常 . 跟进 一次 实验 实验过程 均 正常 9.1420 电脑 安装 软件 技术 同事 沟通 后续 风险 计算 软件 安装 multicalc 配置 后续 完成 ",0.7176981156941945
24,重要,H仪器的C30电脑更换为M52后，上机发现无响应，检查诊断参数发现MS1的射频电压无法加载，怀疑为MS1RFGenerator损坏，但11月10号（周五），waters姚志伟上门更换新的RFGenerator后，问题为解决，重新订购一块主板,H 仪器 C30 电脑 更换 M52 上机 发现 响应 检查 诊断 参数 发现 MS1 射频 电压 无法 加载 怀疑 MS1RFGenerator 损坏 11 月 10 号 （ 周五 ） waters 姚志伟 上门 更换 新 RFGenerator 问题 解决 重新 订购 一块 主板 ,"H 仪器 C30 电脑 更换 M52 上机 发现 响应 检查 诊断 参数 发现 MS1 射频 电压 无法 加载 怀疑 MS1RFGenerator 损坏 11 月 10 号 （ 周五 ） waters 姚志伟 上门 更换 新 RFGenerator 问题 解决 重新 订购 一块 主板 . MS1 射频 直流电 压 加载 不上 更换 新 MS1RFGenerator 质谱 主板 均 无果 . 更换 MS1RFGenerator 信号线 电压 输出 线 离子源 四级 杆 组件 均 未果 . 拆出 六级 杆 导轨 射频 加载 电极 发现 四级 杆下 真空 槽内 射频 电 管路 断裂 焊接 好后 仪器 恢复正常 . 重新 调谐 质谱 测试 复溶 样本 仪器 响应 定量 均 正常 . 主板 周一 （ 11.13 ） 医院 孙工 上门 更换 发现 MS1 射频 电压 仍然 无法 加载 . 拆洗 离子源 透镜 输出 小孔 较脏 透镜 接地 电极 片 略微 偏离 调整 装回 测试 问题 依旧 . 万用表 测试 MS1RFGenerator 供电 线路 均 正常 无论是 射频 供电 （ 黑色 线路 ） 直流 供电 （ 白色 接头 对锥孔 二级 锥孔 供电 ） 输入 （ 白色 接头 430 800 ） 均 正常 . 拆出 四级 杆 检查 短路 现象 更换 RFGenerator 白色 信号 控制线 问题 依旧 . 最后 孙工 认为 最大 可能 上周 更换 RFGenerator 坏 重新 订购 一个 新 . 周五 （ 11.17 ） 新 Generator 到货 孙工 更换 问题 依旧 再次 重新 检查 组件 包括 供电 线路 未能 找到 明确 原因 . 周一 （ 11.20 ） , 空 出 一台 E 仪器 H 进行 相互 测试 . 依次 E 射频 发生器 信号线 MS1 MS2Generator 同步 通讯 线 碰撞 池 加压 线 更换 H 均 效果 . H 射频 发生器 换到 E E 表现 正常 E 射频 发生器 换到 H H 依旧 正常 E 主板 换到 H H 依旧 正常 10 . H MS1 MS2 DC / RF 供电 线 互换 （ 检查 两条线 本来 互换 通用 ） 问题 依旧 11 . 次日 E 整个 四级 杆 / 碰撞 池 组件 更换 H MS1 MS2 Generator 更换 H 发现 H MS1 射频 电压 依旧 无法 加载 基本 排除 加电 部分 硬件 问题 12 . MS1 MS2 连接 主板 信号线 互换 MS1Generator 信号线 接到 主板 MS2 位置 加压 发现 软件 MS1 电压 正常 MS2 电压 无法 加载 无论怎样 实际 问题 集中 MS1 硬件 端 再次 确认 主板 无关 13 . 更换 离子源 源 外罩 均 无果 14 . 周三 济南 王振华 到达 调节 MS1RFGenerator 左侧 电压 旋钮 人为 电压 调 - 3.5 左右 进 PEG 依旧 信号 15 . 敲击 质谱 外壳 六级 杆 加载 射频 电压 部位 （ 真 空腔 体内 靠近 透镜 出口 另个 端子 梢 ） 发现 敲击 时 发现 有峰 出现 断定 部位 接触不良 导致 16 . 拆 离子源 后面 整块 支撑 底座 六级 杆 支撑 导轨 部件 取出 发现 一个 六级 杆 加压 电极 后面 MS1RFGenerator 点 连接点 断掉 使用 电烙铁 重新 焊接 装回 17 . 加压 发现 MS1 射频 电压 左右 再次 Generator 旋钮 回调 近 20 圈 电压 恢复 - 3.5 左右 进 PEG 出峰 恢复正常 18 . 周四 抽 真空 极限 进 PEG 测试 响应 及峰型 （ 略有 毛刺 更换 毛细管 ） 均 正常 Intellistart 调试 测试 复溶板 响应 - 6e6 仪器 恢复正常 ",0.5871593213622007
25,重要,P9无法正常打孔打孔有时不检测血斑打孔有时不检测血斑,P9 无法 正常 打孔 打孔 检测 血斑 打孔 检测 血斑 ,P9 无法 正常 打孔 打孔 检测 血斑 打孔 检测 血斑 清洁 背景灯 地方 灰尘 检查 打孔 头 建议 更换 12 块板 未 出现 问题 ,0.5431194376494392
26,重要,客户设备有异响，怀疑风扇故障设备右侧有异响，客户反应偶尔声响较大,客户 设备 异响 怀疑 风扇 故障 设备 右侧 异响 客户 反应 偶尔 声响 较大 ,客户 设备 异响 怀疑 风扇 故障 设备 右侧 异响 客户 反应 偶尔 声响 较大 拆开 后盖 启动 设备 发现 左下角 帕尔贴 散热 风扇 异响 拆 清洁 灰尘 仍有 异响 仪器 温度 显示 正常 影响 运行 完全 清除 异响 需 更换 风扇 ,0.6597432731370948
27,重要,120原位克隆识别区域不对（1.25倍镜预扫描）,120 原位 克隆 识别 区域 （ 1.25 倍 镜预 扫描 ） ,120 原位 克隆 识别 区域 （ 1.25 倍 镜预 扫描 ） 清洁 1.25 倍 镜头 清洁 聚光镜 及光路 做明场 校准 扫 玻片 测试 原位 克隆 识别 区域 正常 继续 观察 原位 克隆 预 扫描 区域 是否 正常 ,0.6067580394455
28,重要,CDS-5压缩机故障CDS5故障维修CDS5故障维修，120维护,CDS - 压缩机 故障 CDS5 故障 维修 CDS5 故障 维修 120 维护 ,CDS - 压缩机 故障 CDS5 故障 维修 CDS5 故障 维修 120 维护 CDS5 故障 维修 制冷 压缩机 损坏 更换 制冷 压缩机 清洁 制冷 管路 加热 加湿 异常 经常 工作 更换 两个 固态 继电器 功能测试 正常 仪器 测试 算 正常 温湿度 拨动 范围 较大 温度 度 湿度 4% 需 观察 后续 实验 情况 120 维护 清洁 仪器 镜片 柯勒 照明 校准 明场 校准 玻片 模板 校准 号 硬盘 损坏 需 及时 备份 病例 之后 需 更换 硬盘 仪器 状态 正常 CDS5 故障 维修 制冷 压缩机 损坏 更换 制冷 压缩机 清洁 制冷 管路 加热 加湿 异常 经常 工作 更换 两个 固态 继电器 功能测试 正常 仪器 测试 算 正常 温湿度 拨动 范围 较大 温度 度 湿度 4% 需 观察 后续 实验 情况 ,0.4566167602916418
29,重要,1、P9A仪器有拖血片和跳孔问题2、P9D仪器报Amotorposition（ordestinationposition）valueisoutofthepositionrange。1、仪器打孔头有拖血片2、仪器偶尔有跳孔现象P9A仪器问题：1、仪器打孔头有拖血片2、仪器偶尔有跳孔现象处理办法：1、调节冲头铁片，调整冲头的高度2、清洁维护打孔头通道，将通道中的细纸屑吹走P9D仪器问题：1、仪器近期有两次在将要打孔时报Amotorposition（ordestinationposition）valueisoutofthepositionrange（仪器联机正常）处理办法：1、现场测试打孔正常2、根据报错怀疑原因为某运动电机home传感器误报或电机本身问题导致运动故障3、用洗耳球清洁仪器内各home传感器，重新插拔各电机接口和传感器接口4、打板测试正常,P9A 仪器 拖 血片 跳 孔 问题 P9D 仪器 报 Amotorposition （ ordestinationposition ） valueisoutofthepositionrange 仪器 打孔 头有 拖血片 仪器 偶尔 跳 孔 现象 P9A 仪器 问题 仪器 打孔 头有 拖血片 仪器 偶尔 跳 孔 现象 处理 办法 调节 冲头 铁片 调整 冲头 高度 清洁 维护 打孔 头 通道 通道 中 细 纸屑 吹 走 P9D 仪器 问题 仪器 近期 两次 将要 打孔 时报 Amotorposition （ ordestinationposition ） valueisoutofthepositionrange （ 仪器 联机 正常 ） 处理 办法 现场 测试 打孔 正常 报错 怀疑 原因 运动 电机 home 传感器 误报 电机 问题 导致 运动 故障 洗耳 球 清洁 仪器 home 传感器 重新 插拔 电机 接口 传感器 接口 打板 测试 正常 ,P9A 仪器 拖 血片 跳 孔 问题 P9D 仪器 报 Amotorposition （ ordestinationposition ） valueisoutofthepositionrange 仪器 打孔 头有 拖血片 仪器 偶尔 跳 孔 现象 P9A 仪器 问题 仪器 打孔 头有 拖血片 仪器 偶尔 跳 孔 现象 处理 办法 调节 冲头 铁片 调整 冲头 高度 清洁 维护 打孔 头 通道 通道 中 细 纸屑 吹 走 P9D 仪器 问题 仪器 近期 两次 将要 打孔 时报 Amotorposition （ ordestinationposition ） valueisoutofthepositionrange （ 仪器 联机 正常 ） 处理 办法 现场 测试 打孔 正常 报错 怀疑 原因 运动 电机 home 传感器 误报 电机 问题 导致 运动 故障 洗耳 球 清洁 仪器 home 传感器 重新 插拔 电机 接口 传感器 接口 打板 测试 正常 调节 冲头 铁片 调整 冲头 高度 清洁 维护 打孔 头 通道 通道 中 细 纸屑 吹 走 酒精 擦净 ,0.449935317247191
30,重要,1、P9A仪器有拖血片和跳孔问题2、P9D仪器报Amotorposition（ordestinationposition）valueisoutofthepositionrange。1、仪器近期有两次在将要打孔时报Amotorposition（ordestinationposition）valueisoutofthepositionrange（仪器联机正常）P9A仪器问题：1、仪器打孔头有拖血片2、仪器偶尔有跳孔现象处理办法：1、调节冲头铁片，调整冲头的高度2、清洁维护打孔头通道，将通道中的细纸屑吹走P9D仪器问题：1、仪器近期有两次在将要打孔时报Amotorposition（ordestinationposition）valueisoutofthepositionrange（仪器联机正常）处理办法：1、现场测试打孔正常2、根据报错怀疑原因为某运动电机home传感器误报或电机本身问题导致运动故障3、用洗耳球清洁仪器内各home传感器，重新插拔各电机接口和传感器接口4、打板测试正常,P9A 仪器 拖 血片 跳 孔 问题 P9D 仪器 报 Amotorposition （ ordestinationposition ） valueisoutofthepositionrange 仪器 近期 两次 将要 打孔 时报 Amotorposition （ ordestinationposition ） valueisoutofthepositionrange （ 仪器 联机 正常 ） P9A 仪器 问题 仪器 打孔 头有 拖血片 仪器 偶尔 跳 孔 现象 处理 办法 调节 冲头 铁片 调整 冲头 高度 清洁 维护 打孔 头 通道 通道 中 细 纸屑 吹 走 P9D 仪器 问题 仪器 近期 两次 将要 打孔 时报 Amotorposition （ ordestinationposition ） valueisoutofthepositionrange （ 仪器 联机 正常 ） 处理 办法 现场 测试 打孔 正常 报错 怀疑 原因 运动 电机 home 传感器 误报 电机 问题 导致 运动 故障 洗耳 球 清洁 仪器 home 传感器 重新 插拔 电机 接口 传感器 接口 打板 测试 正常 ,P9A 仪器 拖 血片 跳 孔 问题 P9D 仪器 报 Amotorposition （ ordestinationposition ） valueisoutofthepositionrange 仪器 近期 两次 将要 打孔 时报 Amotorposition （ ordestinationposition ） valueisoutofthepositionrange （ 仪器 联机 正常 ） P9A 仪器 问题 仪器 打孔 头有 拖血片 仪器 偶尔 跳 孔 现象 处理 办法 调节 冲头 铁片 调整 冲头 高度 清洁 维护 打孔 头 通道 通道 中 细 纸屑 吹 走 P9D 仪器 问题 仪器 近期 两次 将要 打孔 时报 Amotorposition （ ordestinationposition ） valueisoutofthepositionrange （ 仪器 联机 正常 ） 处理 办法 现场 测试 打孔 正常 报错 怀疑 原因 运动 电机 home 传感器 误报 电机 问题 导致 运动 故障 洗耳 球 清洁 仪器 home 传感器 重新 插拔 电机 接口 传感器 接口 打板 测试 正常 现场 测试 打孔 正常 报错 怀疑 原因 运动 电机 home 传感器 误报 电机 问题 导致 运动 故障 洗耳 球 清洁 仪器 home 传感器 重新 插拔 电机 接口 传感器 接口 打板 测试 正常 ,0.42408474970681503
31,重要,P9A仪器打孔偶发性血斑板间错位E仪器不能连续选择板孔A仪器打孔偶发性血斑板间错位,P9A 仪器 打孔 偶发性 血斑 板间 错位 E 仪器 不能 连续 选择 板孔 A 仪器 打孔 偶发性 血斑 板间 错位 ,P9A 仪器 打孔 偶发性 血斑 板间 错位 E 仪器 不能 连续 选择 板孔 A 仪器 打孔 偶发性 血斑 板间 错位 故障 处理 A 设备 判断 软件 控制 问题 重新 恢复 系统 安装 软件 安装 软件 前 需要 安装 运行 环境 安装 摄像头 驱动 安装 软件 重新 校准 参数 设置 打印 布板 图 测试 打孔 正常 E 设备 重装 软件 无效 判断 1.6 软件 版本 bug 暂 影响 使用 更新 1.7 软件 版本 判断 软件 控制 问题 重新 恢复 系统 安装 软件 安装 软件 前 需要 安装 运行 环境 安装 摄像头 驱动 安装 软件 重新 校准 参数 设置 打印 布板 图 测试 打孔 正常 ,0.5623420144642575
32,重要,P9A仪器打孔偶发性血斑板间错位E仪器不能连续选择板孔E仪器不能连续选择板孔,P9A 仪器 打孔 偶发性 血斑 板间 错位 E 仪器 不能 连续 选择 板孔 E 仪器 不能 连续 选择 板孔 ,P9A 仪器 打孔 偶发性 血斑 板间 错位 E 仪器 不能 连续 选择 板孔 E 仪器 不能 连续 选择 板孔 故障 处理 A 设备 判断 软件 控制 问题 重新 恢复 系统 安装 软件 安装 软件 前 需要 安装 运行 环境 安装 摄像头 驱动 安装 软件 重新 校准 参数 设置 打印 布板 图 测试 打孔 正常 E 设备 重装 软件 无效 判断 1.6 软件 版本 bug 暂 影响 使用 更新 1.7 软件 版本 重装 软件 无效 判断 1.6 软件 版本 bug 暂 影响 使用 更新 1.7 软件 版本 ,0.601743885189773
33,重要,GSP操纵器无法将微孔板送入检测模块装机过程中的testkit测试失败，操纵器无法将微孔板送入检测模块,GSP 操纵器 无法 微孔 板 送入 检测模块 装机 过程中 testkit 测试 失败 操纵器 无法 微孔 板 送入 检测模块 ,GSP 操纵器 无法 微孔 板 送入 检测模块 装机 过程中 testkit 测试 失败 操纵器 无法 微孔 板 送入 检测模块 service 中 执行 单独 检测 异常 重新 校准 操纵器 相关 校准 校准 参数 情况 差异 重新 开机 正常 启动 完成 执行 testkit 正常 完成 完成 装机 OQ 后续 事宜 ,0.685766973349032
34,重要,更换HVZ马达皮带hvz马达皮带磨损更换；更换hvz马达皮带；去血片头清洁和校准。,更换 HVZ 马达 皮带 hvz 马达 皮带 磨损 更换 更换 hvz 马达 皮带 血片头 清洁 校准 ,更换 HVZ 马达 皮带 hvz 马达 皮带 磨损 更换 更换 hvz 马达 皮带 血片头 清洁 校准 更换 hvz 马达 皮带 血片头 清洁 校准 ,0.5290590900052812
35,重要,1235产筛使用质控近期的CV超出了可接受范围质控CV较大,1235 产筛 使用 质控 近期 CV 超出 接受 范围 质控 CV 较大 ,1235 产筛 使用 质控 近期 CV 超出 接受 范围 质控 CV 较大 . 检查 仪器 枪 精密度 measure CV CV 0.4% 左右 . 加过 EU 板 洗板 之后 进行 检测 荧光值 均 200 左右 洗板 效果 正常 . 加样针 新 更换 准确度 精密度 正常 . 实验 时 发现 增强液 结冰 现象 检查 冰箱 温度 达标 底部 - 4.5 顶部 温度 9.3 度 试剂 一直 存放 冰箱 里面 . 底部 冻住 试剂 增强液 做 一次 实验 质控 不会 出控 增强液 应该 解冻 继续 使用 . 温度 高 试剂盒 做 质控 值比 冻住 质控 值高 一次 实验 无法 论证 . 后续 科室 会 使用 存放 正常 温度 冰箱 里面 试剂 做 一段时间 实验 观察 质控 CV 是否 ,0.5830418377284043
36,重要,制备洗液时报错洗液制备报错,制备 洗液 时报 错 洗液 制备 报错 ,制备 洗液 时报 错 洗液 制备 报错 查看 log 文件 发现 mix 瓶 wash 瓶内 泵 洗液 时 重量 没 发生变化 分析 log 认为 可能 mix 瓶下 压力 传感器 偶尔 不灵敏 结晶 拆开 部件 未 发现 压力 传感器 附近 结晶 脏物 对换 mix 瓶 浓缩 洗液 瓶下 称重 压力 传感器 后续 排查 1.4 KG 矿泉水瓶 校准 压力 传感器 重新 校准 零位 开机 洗板 测试 正常 故障 需 继续 跟踪 实验 老师 讲解 进行 季度维护 操作 下次 工程师 上门 ,0.7161605702842818
37,重要,1235旧仪器1297读码器扫样本管条码不识别1297扫样品管条码识别率低，1235实验结束后托盘有水滴。,1235 旧 仪器 1297 读码器 扫 样本 条码 识别 1297 扫 样品 条码 识别率 低 1235 实验 结束 托盘 水滴 ,1235 旧 仪器 1297 读码器 扫 样本 条码 识别 1297 扫 样品 条码 识别率 低 1235 实验 结束 托盘 水滴 处理 重新 校准 读码器 擦拭 镜子 本院 条码 识别率 低 问题解决 外院 送检 标本 一种 条码 旧 1235 识别 新 1235 仪器 识别 调整 读码器 位置 无法 解决 问题 新 1235 旧 1235 软件 设置 均 相同 唯一 区别 读码器 样品 条码 回 杭州 测试 水滴 问题 增强液 废液 槽 脏污 导致 清洁 干净 问题解决 ,0.5040201797971545
